#          |P|               []
   5.43792351e-03   6.44312000e-01
   5.25429312e-03   6.44272000e-01
   4.92923215e-03   6.44403000e-01
   3.31240879e-03   6.44346000e-01
   4.62806720e-03   6.44279000e-01
   4.65518166e-03   6.44439000e-01
   4.92846818e-03   6.44293000e-01
   4.72395967e-03   6.44283000e-01
   5.31786234e-03   6.44312000e-01
   3.28054118e-03   6.44437000e-01
   4.57690294e-03   6.44353000e-01
   4.58121562e-03   6.44222000e-01
   4.83548332e-03   6.44269000e-01
   3.35087395e-03   6.44412000e-01
   4.32533529e-03   6.44270000e-01
   3.85653785e-03   6.44257000e-01
   4.41278234e-03   6.44471000e-01
   4.54997554e-03   6.44299000e-01
   5.54946311e-03   6.44424000e-01
   5.47561855e-03   6.44115000e-01
   5.16379252e-03   6.44385000e-01
   3.34948737e-03   6.44288000e-01
   4.38064606e-03   6.44260000e-01
   4.06500160e-03   6.44267000e-01
   4.09428695e-03   6.44310000e-01
   3.89178640e-03   6.44432000e-01
   3.22231493e-03   6.44253000e-01
   3.47537442e-03   6.44279000e-01
   5.08373488e-03   6.44220000e-01
   4.62722519e-03   6.44379000e-01
   6.40958737e-03   6.44341000e-01
   3.42042921e-03   6.44408000e-01
   4.72892671e-03   6.44357000e-01
   1.87761001e-03   6.44251000e-01
   5.55019158e-03   6.44345000e-01
   6.65859684e-03   6.44382000e-01
   5.28313052e-03   6.44357000e-01
   3.03455780e-03   6.44116000e-01
   3.18763872e-03   6.44293000e-01
   5.12227279e-03   6.44461000e-01
   6.52450203e-03   6.44313000e-01
   5.63752360e-03   6.44349000e-01
   5.14602281e-03   6.44226000e-01
   4.96649120e-03   6.44525000e-01
   5.48852219e-03   6.44344000e-01
   6.20273045e-03   6.44209000e-01
   5.63384986e-03   6.44292000e-01
   5.42863335e-03   6.44263000e-01
   5.72336200e-03   6.44323000e-01
   4.10376627e-03   6.44368000e-01
   4.74075504e-03   6.44330000e-01
   4.25476583e-03   6.44396000e-01
   5.77925711e-03   6.44256000e-01
   3.43143856e-03   6.44265000e-01
   1.89380063e-03   6.44436000e-01
   5.38892319e-03   6.44374000e-01
   6.66475122e-03   6.44337000e-01
   4.80914754e-03   6.44278000e-01
   4.38514348e-03   6.44213000e-01
   3.73723936e-03   6.44337000e-01
   2.79005097e-03   6.44255000e-01
   5.27082607e-03   6.44218000e-01
   5.56840888e-03   6.44341000e-01
   3.77080864e-03   6.44204000e-01
   5.28542618e-03   6.44343000e-01
   3.78293466e-03   6.44210000e-01
   1.47975009e-03   6.44451000e-01
   3.76098790e-03   6.44339000e-01
   4.45230328e-03   6.44211000e-01
   5.51381962e-03   6.44302000e-01
   5.20245171e-03   6.44273000e-01
   3.72881352e-03   6.44445000e-01
   4.99937654e-03   6.44226000e-01
   3.20390374e-03   6.44378000e-01
   4.59791697e-03   6.44313000e-01
   4.70488900e-03   6.44372000e-01
   5.06012362e-03   6.44227000e-01
   5.36967184e-03   6.44279000e-01
   2.26208701e-03   6.44438000e-01
   5.50880301e-03   6.44293000e-01
   3.02362562e-03   6.44244000e-01
   1.83265059e-03   6.44258000e-01
   3.71711855e-03   6.44298000e-01
   4.18349929e-03   6.44119000e-01
   3.88323332e-03   6.44400000e-01
   4.48020202e-03   6.44487000e-01
   5.20003196e-03   6.44241000e-01
   3.13737839e-03   6.44228000e-01
   5.94839625e-03   6.44307000e-01
   4.55693200e-03   6.44273000e-01
   4.39300680e-03   6.44410000e-01
   4.06252505e-03   6.44363000e-01
   6.32715477e-03   6.44261000e-01
   3.77327540e-03   6.44262000e-01
   4.51966771e-03   6.44275000e-01
   3.20508012e-03   6.44457000e-01
   2.10225893e-03   6.44275000e-01
   5.65637816e-03   6.44278000e-01
   5.28326696e-03   6.44353000e-01
   5.64288044e-03   6.44422000e-01
   3.15037643e-03   6.44249000e-01
   4.94789831e-03   6.44430000e-01
   5.66170713e-03   6.44248000e-01
   3.71821735e-03   6.44325000e-01
   5.96470698e-03   6.44479000e-01
   4.58486313e-03   6.44386000e-01
   5.10574734e-03   6.44277000e-01
   3.65305297e-03   6.44534000e-01
   3.67933388e-03   6.44357000e-01
   5.91954623e-03   6.44258000e-01
   5.09278216e-03   6.44387000e-01
   4.93518127e-03   6.44345000e-01
   4.57469507e-03   6.44339000e-01
   4.62728666e-03   6.44273000e-01
   4.81983137e-03   6.44429000e-01
   4.37817357e-03   6.44290000e-01
   6.77482784e-03   6.44315000e-01
   4.53460747e-03   6.44432000e-01
   4.13196313e-03   6.44395000e-01
   3.05310427e-03   6.44324000e-01
   4.74798277e-03   6.44323000e-01
   4.73042639e-03   6.44267000e-01
   3.64112427e-03   6.44413000e-01
   6.15148859e-03   6.44276000e-01
   4.35794282e-03   6.44208000e-01
   3.88340739e-03   6.44221000e-01
   5.58962115e-03   6.44242000e-01
   4.95619113e-03   6.44437000e-01
   5.51796970e-03   6.44303000e-01
   4.19487611e-03   6.44560000e-01
   5.31622299e-03   6.44215000e-01
   4.64231878e-03   6.44283000e-01
   4.95520080e-03   6.44232000e-01
   3.70945743e-03   6.44375000e-01
   4.43701089e-03   6.44239000e-01
   2.92923032e-03   6.44279000e-01
   2.96832837e-03   6.44431000e-01
   3.96713296e-03   6.44301000e-01
   4.56007040e-03   6.44317000e-01
   5.12092667e-03   6.44297000e-01
   3.58439637e-03   6.44267000e-01
   5.25917833e-03   6.44493000e-01
   6.00107125e-03   6.44474000e-01
   4.80936377e-03   6.44259000e-01
   6.55137499e-03   6.44139000e-01
   4.07342253e-03   6.44308000e-01
   4.63396268e-03   6.44376000e-01
   4.37807866e-03   6.44373000e-01
   4.29774450e-03   6.44266000e-01
   2.48055832e-03   6.44288000e-01
   2.55967587e-03   6.44454000e-01
   4.07195873e-03   6.44398000e-01
   4.29158111e-03   6.44163000e-01
   4.01680896e-03   6.44217000e-01
   3.77152950e-03   6.44381000e-01
   6.61356958e-03   6.44372000e-01
   3.42928840e-03   6.44408000e-01
   5.93622276e-03   6.44238000e-01
   4.70335988e-03   6.44308000e-01
   4.55575373e-03   6.44326000e-01
   3.58609860e-03   6.44224000e-01
   5.18912240e-03   6.44377000e-01
   5.06169299e-03   6.44319000e-01
   5.05410890e-03   6.44406000e-01
   4.44883161e-03   6.44387000e-01
   5.54446141e-03   6.44265000e-01
   5.65131177e-03   6.44304000e-01
   5.25742935e-03   6.44379000e-01
   3.78790315e-03   6.44390000e-01
   3.69387893e-03   6.44432000e-01
   6.19547610e-03   6.44324000e-01
   4.13175955e-03   6.44312000e-01
   5.16800389e-03   6.44333000e-01
   3.22990814e-03   6.44273000e-01
   2.69374709e-03   6.44310000e-01
   5.14032964e-03   6.44256000e-01
   3.07524463e-03   6.44238000e-01
   4.24406790e-03   6.44431000e-01
   5.53103541e-03   6.44382000e-01
   5.53921941e-03   6.44334000e-01
   5.21164483e-03   6.44373000e-01
   4.23520464e-03   6.44253000e-01
   6.39329969e-03   6.44265000e-01
   5.69624463e-03   6.44323000e-01
   6.28153289e-03   6.44391000e-01
   4.55681702e-03   6.44280000e-01
   4.25388249e-03   6.44350000e-01
   6.47287369e-03   6.44433000e-01
   3.52072671e-03   6.44425000e-01
   4.96133924e-03   6.44226000e-01
   3.00560711e-03   6.44287000e-01
   3.00864115e-03   6.44455000e-01
   1.59935147e-03   6.44251000e-01
   6.39282069e-03   6.44339000e-01
   3.60017775e-03   6.44215000e-01
   3.93729304e-03   6.44229000e-01
   3.36235326e-03   6.44454000e-01
   5.02436938e-03   6.44282000e-01
   3.87371192e-03   6.44266000e-01
   4.98914858e-03   6.44536000e-01
   6.13472331e-03   6.44333000e-01
   4.49348955e-03   6.44371000e-01
   4.79973317e-03   6.44385000e-01
   6.44850002e-03   6.44401000e-01
   4.76036749e-03   6.44168000e-01
   4.91239271e-03   6.44383000e-01
   3.89497128e-03   6.44241000e-01
   4.91703239e-03   6.44431000e-01
   4.18177371e-03   6.44386000e-01
   5.02601018e-03   6.44458000e-01
   3.35609604e-03   6.44379000e-01
   2.49821431e-03   6.44147000e-01
   5.50423945e-03   6.44218000e-01
   5.09665078e-03   6.44298000e-01
   3.62513234e-03   6.44294000e-01
   3.38185088e-03   6.44209000e-01
   4.76255605e-03   6.44334000e-01
   4.99736630e-03   6.44346000e-01
   4.45898321e-03   6.44247000e-01
   5.67825077e-03   6.44379000e-01
